0.5242,43.5800,56.2761,491099.7193

0.2344,54.6216,37.3660,764151.7789
0.2206,56.7641,37.8349,828685.5515

0.4901,44.2641,47.3818,496155.7529
0.2597,49.5725,35.6236,618477.7561
0.1982,50.8013,36.0645,635579.7866
0.1856,52.9633,36.3251,696211.6457
0.1843,53.3085,36.2471,705948.7781
0.1761,53.3085,36.2471,705948.7781
0.2153,43.6261,27.6286,444656.6713
0.1954,40.5757,24.4765,353462.7694
0.1988,35.1981,22.2653,244236.3405


0.4938,43.4883,52.3732,489056.7447
0.4545,18.4599,16.5813,84447.9082
0.5775,14.6515,10.6503,82694.5330
0.6479,12.3477,8.6362,82034.5235
0.6473,10.4698,7.0936,81570.5226
0.7275,9.4260,6.4544,81506.7518
0.7550,8.4639,5.8713,81321.8655


0.0292,3.0419,51.2423,29454.5011
0.0304,4.1317,14.9117,20224.9676
0.0376,4.3135,11.5883,19959.7461
0.0322,4.4131,8.9672,18463.5630
0.0423,5.8707,7.3175,20011.4369
0.0397,5.6747,6.5872,19956.7033
0.0439,5.8776,6.0166,19770.7109
0.0461,5.8844,5.4642,19409.8486
0.0460,5.6978,5.3217,19382.8300
0.0454,5.6085,5.1333,19301.7010
0.0452,5.5030,5.0584,19263.2603


0.0181,43.9502,48.7036,466893.1641
0.0557,16.7959,15.7519,41526.4966
0.0608,14.5734,11.4126,36486.9946
0.0587,10.4630,8.3636,27773.4952
0.0530,8.8077,7.2544,24941.7704
0.0508,7.1929,6.2870,23022.8547
0.0502,6.4480,5.7889,22171.1032
0.0481,5.9408,5.4505,21660.5469
0.0474,5.8517,5.1761,21173.9595
0.0481,5.0513,4.9571,20024.6067
0.0458,4.8221,4.9142,19817.8209


0.0179,0.0000,43.6763,49.7239,460789.3499
0.0242,0.0000,39.7530,35.1747,343193.2622
0.0288,0.0000,43.6180,27.4894,420472.7511
0.0375,0.0000,37.0307,25.5125,260731.5327
0.0499,0.0000,29.2126,24.3201,120408.7768
0.0530,0.0000,29.1510,21.9087,116273.6033
0.0566,0.0000,27.2971,19.5418,82881.7002
0.0566,0.0000,29.3530,18.7195,106024.7508
0.0585,0.0000,26.8689,17.7794,78559.6053
0.0624,0.0000,25.0599,16.5957,67385.8386
0.0633,0.0000,22.8239,16.0798,52492.5425
0.0670,0.0000,21.4208,15.3916,51613.4651
0.0732,0.0000,19.4910,14.2304,48781.2065
0.0680,0.0000,19.4178,13.6395,47355.5020
0.0702,0.0000,19.2789,12.6046,47537.8164
0.0724,0.0000,18.3875,12.7051,45872.1971
0.0712,0.0000,16.2773,12.2961,42033.6109
0.0765,0.0000,16.5627,11.6058,43705.8364
0.0665,0.0000,16.1658,11.3596,38884.1347
0.0681,0.0000,15.6140,10.9780,39254.4373
0.0696,0.0000,14.8990,10.5636,37746.5930
0.0635,0.0000,15.1691,10.4542,37035.9007
0.0703,0.0000,15.2878,9.8859,39475.5664
0.0740,0.0000,12.9763,9.5672,33937.9878
0.0722,0.0000,12.9903,9.3122,35891.6403
0.0683,0.0000,12.7390,9.3354,33569.6360
0.0723,0.0000,11.2797,9.5987,32014.0584
0.0684,0.0000,11.2896,8.9083,31213.8516
0.0613,0.0000,11.5828,8.6697,29880.5806
0.0622,0.0000,10.9812,8.3509,29335.8562
0.0604,0.0000,10.4418,8.4865,27945.8036
0.0613,0.0000,10.2711,8.5372,28702.3309
0.0597,0.0000,10.0835,8.1302,28043.9715
0.0570,0.0000,10.0222,8.0268,27933.3603
0.0555,0.0000,10.0925,7.8378,28002.8626
0.0550,0.0000,10.0885,7.6089,26487.5956
0.0596,0.0000,9.3787,7.7016,26683.4700
0.0515,0.0000,9.6012,7.3807,25257.8105
0.0538,0.0000,9.8391,7.2448,26289.1505
0.0557,0.0000,9.8596,6.9847,26172.7677
0.0601,0.0000,9.2802,7.0319,26131.7094
0.0611,0.0000,9.0999,6.8163,25382.5714
0.0545,0.0000,9.1552,6.9870,25682.3145
0.0543,0.0000,9.2529,6.8802,25691.9559
0.0568,0.0000,9.1154,6.8267,25387.7532
0.0521,0.0000,8.2805,6.5995,23901.1723
0.0550,0.0000,8.4507,6.5741,24420.1843
0.0548,0.0000,8.7329,6.4439,24206.6177
0.0468,0.0000,7.8753,6.4527,22141.1569
0.0529,0.0000,8.2303,6.4168,23427.3079
0.0497,0.0000,7.8663,6.2975,22818.5601
0.0489,0.0000,8.0303,6.2454,22421.5218
0.0500,0.0000,7.7042,6.1652,22360.7709
0.0509,0.0000,7.9773,6.1314,22953.6524
0.0452,0.0000,7.6185,6.0184,21654.1711
0.0478,0.0000,7.1845,5.8879,21091.0264
0.0445,0.0000,7.4631,5.9697,21342.4784
0.0458,0.0000,7.2349,5.8714,21008.6836
0.0480,0.0000,7.1266,5.8192,20738.2955
0.0489,0.0000,7.3746,5.8067,21512.9949
0.0470,0.0000,7.3044,5.7844,21352.1878
0.0449,0.0000,7.3910,5.7154,21163.3235
0.0458,0.0000,7.3237,5.6983,21484.3141
0.0396,0.0000,6.7764,5.6140,20042.5825
0.0445,0.0000,7.0180,5.6377,20676.5391
0.0396,0.0000,6.5010,5.4882,19503.5854
0.0422,0.0000,6.5813,5.4428,19778.7112
0.0427,0.0000,6.5243,5.4238,19912.4756
0.0433,0.0000,6.5813,5.4157,19948.1506
0.0414,0.0000,6.3723,5.4320,19530.4324
0.0418,0.0000,6.5041,5.3574,19639.3925
0.0412,0.0000,6.5026,5.3213,19536.6017
0.0410,0.0000,6.4354,5.3006,19345.8443
0.0409,0.0000,6.4291,5.2935,19321.3075
0.0410,0.0000,6.4087,5.2747,19338.7434
0.0409,0.0000,6.3214,5.2658,19329.2478
0.0407,0.0000,6.3182,5.2193,19307.4485
0.0406,0.0000,6.3358,5.2089,19259.6127
0.0406,0.0000,6.3022,5.2055,19248.5330
0.0405,0.0000,6.3086,5.1690,19243.5569
0.0405,0.0000,6.1939,5.1720,19259.6222
0.0405,0.0000,6.2069,5.1541,19254.6895
0.0405,0.0000,6.2668,5.1513,19253.9308
0.0405,0.0000,6.1890,5.1457,19252.4054
0.0405,0.0000,6.1971,5.1383,19250.3707
0.0401,0.0000,6.0436,5.1004,19180.2465
0.0401,0.0000,6.0919,5.0773,19207.5241
0.0401,0.0000,5.9983,5.0751,19172.7787
0.0401,0.0000,6.0286,5.0700,19171.4016
0.0400,0.0000,5.9408,5.0539,19097.9856
0.0400,0.0000,5.9882,5.0413,19092.7396
0.0400,0.0000,5.9781,5.0438,19093.4184
0.0400,0.0000,5.9476,5.0326,19090.3535
0.0400,0.0000,5.9646,5.0253,19088.3627
0.0400,0.0000,5.9204,5.0186,19086.5316
0.0394,0.0000,5.8741,4.9998,19043.7800
0.0394,0.0000,5.8724,5.0016,19044.2551
0.0394,0.0000,5.8604,4.9912,19041.4087
0.0394,0.0000,5.7893,4.9876,19040.4142
0.0394,0.0000,5.7928,4.9871,19040.2971


0.0178,31.8700,43.5654,48.1128,458151.5920
0.0190,28.6700,32.1898,23.9725,185696.4804
0.0373,41.8400,22.4049,16.5731,63352.1121
0.0398,40.5600,18.6401,13.4946,39495.2412
0.0349,41.3500,15.8184,11.4297,32874.7695
0.0418,45.9700,13.5386,9.5939,31841.4348
0.0482,48.6500,11.9570,8.4552,30833.4083
0.0486,50.2200,10.4553,7.7904,29254.6333
0.0463,50.4500,8.9409,7.0403,26951.1877
0.0515,50.6000,8.8672,6.5019,27321.3024
0.0538,51.2800,8.4889,6.2504,26863.7822
0.0491,50.1500,8.3024,5.8570,26203.3702
0.0524,52.1900,7.9633,5.6036,25322.0810
0.0522,52.1600,7.7199,5.4665,25523.2766
0.0512,53.1000,7.2013,5.2162,24787.2382
0.0502,53.3400,6.8313,5.0455,24114.8650
0.0502,53.3300,6.7195,4.9670,24093.3197
0.0491,53.3600,6.5552,4.9153,23753.5696
0.0491,53.3500,6.3739,4.8186,23727.0669
0.0510,54.5400,6.3118,4.7822,23431.1267
0.0510,54.5400,6.2571,4.7616,23425.4687
0.0178,31.3100,43.8519,52.1067,466189.4442
0.0165,21.7700,62.5820,52.4403,1026559.8717
0.0109,17.4800,73.6423,53.3553,1474756.4457
0.0082,15.4200,79.5547,53.7220,1739296.8911
0.0082,15.1100,80.4592,53.5536,1780329.5783
0.0236,30.4800,30.7958,21.0576,148237.0228




0.0189,31.7200,43.6543,49.0274,459856.1799
0.0165,21.7200,62.5129,51.1519,1022733.1466
0.0107,17.4600,73.5638,51.0817,1469834.0580
0.0082,15.4000,79.4743,51.7685,1734202.0548
0.0082,15.0900,80.3785,51.8461,1775247.9087
0.0238,30.3900,30.9356,22.7245,173470.9292
0.0239,28.7500,34.9164,22.5150,237561.4298
0.0239,28.6400,35.1602,22.5079,242368.3466
0.0239,28.6300,35.1516,22.4321,242347.5653
0.0239,28.6300,35.1439,22.3718,242331.0219
0.0313,36.1800,23.3273,14.9946,74804.4339
0.0313,35.8400,23.5569,15.0993,75534.9761
0.0313,35.8300,23.6152,15.0159,75978.8171
0.0313,35.8300,23.6152,15.0422,75986.0303
0.0313,35.8300,23.5882,15.0332,75983.5794
0.0401,42.7200,17.8953,12.8329,41175.0179
0.0400,42.1300,18.0611,12.8592,42281.9562
0.0399,42.0300,18.1219,12.7581,42374.6842
0.0400,42.0200,18.2911,12.7518,42473.8633
0.0400,42.0300,18.2070,12.8401,42453.6542


0.0183,31.5000,43.9917,45.5404,467518.5769
0.0343,33.3600,38.3646,38.6330,298363.1782
0.0270,29.4700,38.8756,28.0782,328210.9604
0.0229,27.6600,33.2311,24.6362,203446.7024
0.0313,33.3000,29.7512,22.6043,134708.2049
0.0317,33.4900,29.0263,19.7889,122696.4737
0.0342,35.4600,26.9583,18.9782,92788.3466
0.0340,36.8200,23.1159,16.5619,42889.7998
0.0354,35.8800,23.5449,16.0509,54200.6258
0.0356,36.3400,23.6079,15.5957,73765.4711
0.0356,35.8000,22.0385,14.6977,67245.2862
0.0465,44.3000,18.2292,14.9394,43521.5793
0.0419,39.9800,20.5372,14.0820,55758.1236
0.0437,43.2000,18.0594,13.7587,40059.9953
0.0433,44.0100,17.0395,13.4979,38190.1327
0.0455,44.1900,17.3537,12.9623,41461.7478
0.0437,44.6700,15.6134,12.2748,35846.2791
0.0434,41.9000,15.6115,11.9560,35671.6043
0.0408,43.9200,14.6543,11.6807,33318.8161
0.0420,43.3000,13.8513,11.1025,32220.1105
0.0487,46.4500,13.0771,10.7367,32609.8449
0.0464,44.8300,13.6323,10.8826,33252.9420
0.0433,44.9500,13.4345,10.4150,32153.5794
0.0441,43.9600,13.2612,9.9389,31749.7658
0.0434,43.2600,13.1126,9.6407,31930.4533
0.0474,47.4400,12.7802,9.4606,31629.0314
0.0465,45.5500,11.8065,8.9302,31090.9938
0.0434,45.6400,11.3663,9.1242,29414.9476
0.0467,48.7600,11.4742,9.0195,30196.0198
0.0517,50.9700,9.9940,9.0119,28215.7705
0.0421,45.8200,10.3573,8.4631,28237.3174
0.0429,46.1600,10.0805,8.3949,28185.0967
0.0469,49.0400,10.5973,8.2151,29269.3825
0.0523,51.6200,9.7639,8.2317,28015.3839
0.0529,48.8900,10.8990,7.9837,30210.9463
0.0510,49.5700,10.6657,7.8397,29562.7097
0.0496,49.3800,10.9009,7.4421,29151.6183
0.0490,49.8500,10.6922,7.6984,28014.3407
0.0463,48.8900,10.4234,7.4384,27552.5733
0.0508,49.5400,10.6837,7.3086,28347.8935
0.0482,48.3400,10.2297,7.4195,27953.8123
0.0487,50.1100,10.2858,7.1691,28084.0113
0.0490,50.9000,9.9463,7.0308,27801.1037
0.0535,51.6600,9.9697,7.2906,28491.8684
0.0568,51.5900,10.0765,6.9968,29335.6706
0.0493,50.6700,9.6850,6.9970,27586.1231
0.0605,53.5900,9.8042,6.8381,28536.4963
0.0547,51.1500,9.3334,6.8437,27165.4208
0.0559,50.9800,9.9504,6.7916,28441.1802
0.0573,53.1600,9.4410,6.7360,27758.7989
0.0502,52.3000,9.2943,6.6546,26988.7772
0.0501,52.3100,9.2245,6.5257,27133.4333
0.0484,50.5000,9.4377,6.5361,27228.9394
0.0518,51.5900,8.9590,6.5887,26969.0021
0.0513,50.8800,9.1254,6.4097,26720.3121
0.0572,54.7900,9.3884,6.3891,27071.1703
0.0540,54.2400,9.3679,6.3756,27038.5755
0.0481,51.2000,9.2911,6.3276,26327.6907
0.0555,54.7000,9.2289,6.2439,26977.0787
0.0497,51.7500,9.0442,6.2253,26188.6409
0.0513,51.8400,9.0320,6.2330,26148.2963
0.0536,51.1600,9.0777,6.1742,27029.7036
0.0522,51.3000,9.0565,6.2009,26611.9164
0.0569,53.8200,8.3702,6.1080,26471.6663
0.0518,52.2000,8.8672,6.0571,26210.3554
0.0500,52.5800,8.7062,5.9460,25437.9459
0.0515,51.6600,8.8409,5.9837,26090.8754
0.0577,54.1100,8.2315,5.8700,25986.3574
0.0519,52.3800,8.6609,5.8604,25775.4264
0.0511,52.3900,8.7663,5.8543,25632.6871
0.0572,54.2600,8.0729,5.7925,25808.8939
0.0571,54.4200,8.0592,5.7855,25642.6264
0.0577,54.1500,8.0904,5.7894,25845.6811
0.0576,54.3100,7.9861,5.7387,25667.4289
0.0572,54.8900,7.9265,5.7463,25655.9295
0.0576,54.9100,7.9735,5.7045,25643.1830
0.0576,54.9200,7.9022,5.6597,25580.9384
0.0571,55.0500,7.7876,5.6698,25470.5781
0.0576,54.1200,7.7967,5.6542,25617.4694
0.0571,55.0400,7.7928,5.6214,25501.4210
0.0571,55.0400,7.8187,5.6167,25500.1320
0.0576,54.1200,7.8148,5.6030,25603.4526
0.0576,54.1100,7.8135,5.5963,25601.5966
0.0570,54.7800,7.6884,5.5798,25234.3267
0.0570,54.7800,7.7251,5.5790,25234.0885
0.0563,55.0300,7.7421,5.5752,25168.1102
0.0563,55.0300,7.7120,5.5645,25165.1730
0.0563,55.0300,7.7028,5.5554,25162.6856
0.0562,55.4200,7.5692,5.5345,24926.5447
0.0562,55.4200,7.5652,5.5459,24929.6932
0.0562,55.4200,7.5692,5.5325,24926.0187
0.0562,55.4200,7.5559,5.5209,24922.8304
0.0562,55.4200,7.5692,5.5187,24922.2261
0.0562,55.4200,7.5412,5.5056,24918.6240
0.0562,55.4200,7.5719,5.4976,24916.4347
0.0562,55.4200,7.5157,5.4818,24912.1096
0.0562,55.4200,7.5210,5.4762,24910.5785
0.0562,55.4200,7.4955,5.4761,24910.5487
0.0562,55.4500,7.4617,5.4666,24861.1062
0.0562,55.4500,7.4536,5.4655,24860.8129
0.0000,0.2000,0.6325,41.7958,55.0775
0.0000,0.2000,0.6325,11.7415,37.0449
0.0000,0.2000,0.6325,6.3047,33.7828
0.0000,0.2000,0.6325,6.9744,34.1846
0.0000,0.2000,0.6325,12.9541,37.7725
0.0000,0.2000,0.6325,8.4570,35.0742
0.0000,2.0000,0.6000,8.0670,34.8402
0.0000,0.2000,0.6325,8.3379,35.0028
0.0000,0.2000,0.6325,9.1458,35.4875
0.0000,2.0000,0.6000,12.9446,37.7668
0.0000,0.2000,0.6325,15.7294,39.4376
0.0000,0.2000,0.6325,7.6959,34.6176
0.0000,0.2000,0.6325,7.7283,34.6370
0.0000,0.2000,0.6325,16.7449,40.0469
0.0000,0.2000,0.6325,6.5849,33.9509
0.0000,0.2000,0.6325,10.4185,36.2511
0.0000,2.0000,0.6000,4.5339,32.7204
0.0000,0.2000,0.6325,6.0640,33.6384
0.0000,0.2000,0.6325,15.0240,39.0144
0.0000,0.2000,0.6325,6.2733,33.7640
0.0000,0.2000,0.6325,7.4103,34.4462
0.0000,0.2000,0.6325,12.7822,37.6693
0.0000,0.2000,0.6325,9.9206,35.9523
0.0000,0.2000,0.6325,9.1612,35.4967
0.0000,0.2000,0.6325,12.3001,37.3801
0.0000,0.2000,0.6325,16.5694,39.9416
0.0000,0.2000,0.6325,6.8454,34.1072
0.0000,0.2000,0.6325,7.2693,34.3616
0.0000,0.2000,0.6325,12.0774,37.2464
0.0000,0.2000,0.6325,10.8254,36.4952
0.0000,0.2000,0.6325,14.2653,38.5592
0.0000,0.2000,0.6325,7.8377,34.7026
0.0000,0.2000,0.6325,17.7057,40.6234
0.0000,0.2000,0.6325,15.8155,39.4893
0.0000,2.0000,0.6000,8.7191,35.2314
0.0000,0.2000,0.6325,9.0905,35.4543
0.0000,0.2000,0.6325,12.4739,37.4844
0.0000,0.2000,0.6325,6.3500,33.8100
0.0000,0.2000,0.6325,1.0500,30.6300
0.0000,0.2000,0.6325,13.6939,38.2163
0.0000,0.2000,0.6325,11.9972,37.1983
0.0000,0.2000,0.6325,10.8111,36.4867
0.0000,0.2000,0.6325,6.7686,34.0612
0.0000,0.6000,0.4216,3.0778,31.8467
0.0000,0.2000,0.6325,13.2187,37.9312
0.0000,0.5000,0.4216,4.1298,32.4779
0.0000,0.2000,0.6325,6.4892,33.8935
0.0000,0.3000,0.4216,2.5379,31.5228
0.0000,0.2000,0.6325,8.2111,34.9266
0.0000,0.3000,0.4216,3.9244,32.3547
0.0000,0.2000,0.6325,6.5062,33.9037
0.0000,0.6000,0.4216,3.9719,32.3831
0.0000,0.2000,0.6325,7.9947,34.7968
0.0000,0.4000,0.4216,2.7454,31.6472
0.0000,0.2000,0.6325,6.6555,33.9933
0.0000,0.5000,0.4216,3.3759,32.0256
0.0000,0.2000,0.6325,14.2544,38.5526
0.0000,0.4000,0.4216,1.8466,31.1079
0.0000,0.2000,0.6325,14.8138,38.8883
0.0000,0.7000,0.4216,1.2024,30.7214
0.0000,2.0000,0.6000,8.1838,34.9103
0.0000,2.0000,0.6000,8.1838,34.9103
0.0000,0.2000,0.6325,10.3541,36.2125
0.0000,0.6000,0.4216,4.3938,32.6363
0.0000,0.2000,0.6325,7.7742,34.6645
0.0000,0.5000,0.4216,2.8652,31.7191
0.0000,0.2000,0.6325,15.1915,39.1149
0.0000,0.5000,0.4216,2.3849,31.4310
0.0000,0.2000,0.6325,8.0268,34.8161
0.0000,0.6000,0.6325,2.3259,31.3956
0.0000,0.2000,0.6325,7.8473,34.7084
0.0000,0.5000,0.4216,4.2571,32.5542
0.0000,0.2000,0.6325,7.6900,34.6140
0.0000,0.2000,0.6325,15.3724,39.2235
0.0000,0.2000,0.6325,10.8297,36.4978
0.0000,0.2000,0.6325,10.9849,36.5909
0.0000,0.2000,0.6325,5.7537,33.4522
0.0000,0.2000,0.6325,3.5191,32.1115
0.0000,0.2000,0.6325,20.5407,42.3244
0.0000,0.2000,0.6325,12.9241,37.7544
0.0000,0.2000,0.6325,9.3995,35.6397
0.0000,0.9000,0.4216,3.3584,32.0150
0.0000,0.2000,0.6325,12.5752,37.5451
0.0000,0.7000,0.6325,5.1045,33.0627
0.0000,0.2000,0.6325,13.7283,38.2370
0.0000,0.8000,0.4216,2.9194,31.7516
0.0000,0.2000,0.6325,11.4302,36.8581
0.0000,0.9000,0.4216,1.9044,31.1426
0.0000,2.0000,0.6000,11.9324,37.1594
0.0000,2.0000,0.6000,11.9324,37.1594
0.0000,0.2000,0.6325,9.2114,35.5268
0.0000,0.7000,0.4216,4.7532,32.8519
0.0000,0.2000,0.6325,13.6610,38.1966
0.0000,1.0000,0.4216,6.2853,33.7712
